Date ;  Gazby ; Omaïgaz1 ; Omaïgaz2 ;Igaznodon1 ;Igaznodon2 ;Cogénérations ; Pégaz ; Samagaz1 ; Samagaz2 ; Gastafiore ;Iconuc1 ;Iconuc2 ;Tabarnuc1 ;Tabarnuc2 ;NucPlusUltra1 ;NucPlusUltra2 ;Coron1 ;Coron2 ;Mockingjay ;Lantier ;Tacotac ;TicEtTac ;Hydro ; STEP_pompage ; STEP_turbinage ; Batt_inj ; Batt_sout ; RES ; Load ; Net_load ; CH4_S_prod ; CH4_N_prod ; CH4_S_inj ; CH4_S_sout ; CH4_N_inj ; CH4_N_sout ; CH4_S_stock ; CH4_N_stock ; CH4_flux_S_N ; H2_S_prod ; H2_N_prod ; H2_flux_S_N ; CH4_S_uns ; CH4_N_uns ; H2_S_uns ; H2_N_uns 
2023-04-09T00:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2647.1630789302017 ; 0.0 ; -0.0 ; 0.0 ; 0.0 ; 1413 ; 9640 ; 8227 ; 4166.666666666667 ; 4066.749823458184 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 800000.0 ; 1.2e6 ; -773.3832274082433 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T01:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1716.1630789302026 ; 0.0 ; -0.0 ; 0.0 ; 0.0 ; 1984 ; 9280 ; 7296 ; 4166.666666666667 ; 4166.666666666667 ; 99.9168432084839 ; 0.0 ; 0.0 ; 9.094947017729282e-13 ; 800000.0 ; 1.2e6 ; -873.3000706167272 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T02:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; -1.0800249583553522e-13 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1411.163078930203 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2035 ; 9026 ; 6991 ; 4166.666666666667 ; 4166.666666666667 ; 99.91684320848326 ; 0.0 ; 0.0 ; 0.0 ; 800099.9168432085 ; 1.2e6 ; -873.3000706167263 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T03:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1373.1630789302026 ; 0.0 ; -0.0 ; 0.0 ; 0.0 ; 1730 ; 8683 ; 6953 ; 4166.666666666667 ; 3866.9161370412166 ; 0.0 ; 199.83368641696734 ; 0.0 ; 0.0 ; 800199.833686417 ; 1.2e6 ; -573.549540991276 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T04:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1518.1630789302026 ; 0.0 ; -0.0 ; 0.0 ; 0.0 ; 1544 ; 8642 ; 7098 ; 4166.666666666667 ; 4166.666666666667 ; 0.0 ; 0.0 ; 99.91684320848299 ; 0.0 ; 800000.0 ; 1.2e6 ; -773.3832274082433 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T05:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1960.1630789302026 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1627 ; 9167 ; 7540 ; 4166.666666666667 ; 3966.832980249701 ; 0.0 ; 0.0 ; 0.0 ; 99.91684320848299 ; 800000.0 ; 1.2000999168432085e6 ; -773.3832274082433 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T06:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2994.1630789302017 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1751 ; 10325 ; 8574 ; 4166.666666666667 ; 4166.666666666667 ; 99.91684320848299 ; 0.0 ; 0.0 ; 0.0 ; 800000.0 ; 1.2e6 ; -873.3000706167263 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T07:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3707.1630789302017 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1840 ; 11127 ; 9287 ; 4166.666666666667 ; 3966.8329802496996 ; 0.0 ; 99.91684320848435 ; 0.0 ; 0.0 ; 800099.9168432085 ; 1.2e6 ; -673.466384199759 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T08:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3275.1630789302017 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2639 ; 11494 ; 8855 ; 4166.666666666667 ; 4166.666666666667 ; 0.0 ; 0.0 ; 99.91684320848299 ; 0.0 ; 800000.0 ; 1.2e6 ; -773.3832274082433 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
2023-04-09T09:00:00 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 810.0 ; 810.0 ; 810.0 ; 810.0 ; 1170.0 ; 1170.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3324.1630789302017 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2598 ; 11502 ; 8904 ; 4166.666666666667 ; 4166.666666666667 ; 199.83368641697143 ; 0.0 ; 0.0 ; 99.91684320848844 ; 800000.0 ; 1.2000999168432085e6 ; -973.2169138252148 ; 0.1141552511415525 ; 0.0 ; 0.1141552511415525 ; 0.0 ; 0.0 ; 0.0 ; 0.0 
