Date,Nucleaire,Gaz,Charbon,Biomasse,Fioul,Hydro,STEP Pompage,STEP Turbinage,Batterie Injection,Batterie Soutirage,RES,Charge Nette
2020-01-05 01:00:00,2692.1630789302026,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259,6247
2020-01-05 02:00:00,2639.1630789302044,3554.9999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028,6194
2020-01-05 03:00:00,2678.1630789302026,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561,6233
2020-01-05 04:00:00,2613.1630789302035,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554,6168
2020-01-05 05:00:00,3100.1630789302026,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433,6655
2020-01-05 06:00:00,3240.0,3555.0,0.0,0.0,0.0,83.16307893020179,0.0,0.0,0.0,0.0,3036,6878
2020-01-05 07:00:00,3202.1630789302035,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3877,6757
2020-01-05 08:00:00,3085.1630789302026,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4491,6640
2020-01-05 09:00:00,3240.0,3554.9999999999986,0.0,0.0,0.0,86.16307893020273,0.0,0.0,0.0,0.0,4582,6881
2020-01-05 10:00:00,3240.0,3555.0000000000005,0.0,0.0,0.0,1767.1630789302008,0.0,0.0,0.0,0.0,3157,8562
2020-01-05 11:00:00,3240.0,3554.9999999999986,0.0,0.0,0.0,152.16307893020274,0.0,0.0,0.0,0.0,4996,6947
2020-01-05 12:00:00,3240.0,3555.0000000000005,0.0,0.0,0.0,1884.1630789302008,0.0,0.0,0.0,0.0,3418,8679
2020-01-05 13:00:00,3240.0,3554.9999999999995,0.0,0.0,0.0,162.1630789302017,0.0,0.0,0.0,0.0,4884,6957
2020-01-05 14:00:00,3240.0,3555.0000000000005,0.0,0.0,0.0,64.16307893020064,0.0,0.0,0.0,0.0,4804,6859
2020-01-05 15:00:00,3240.0,3555.0000000000005,0.0,0.0,0.0,134.16307893020064,0.0,0.0,0.0,0.0,4511,6929
2020-01-05 16:00:00,3556.1630789302035,3554.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4238,7111
2020-01-05 17:00:00,4292.163078930201,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4045,7847
2020-01-05 18:00:00,4410.0,3554.9999999999986,0.0,0.0,0.0,219.1630789302028,0.0,0.0,0.0,0.0,4102,8184
2020-01-05 19:00:00,4547.163078930201,3555.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056,8102
